cn_name,en_name,action_category_cn,action_category_en,job_abbrs,job_names_cn,job_names_en,levels,action_ids,source_sheets,is_role_action,is_pvp
赤飞石,Verstone,魔法,Spell,RDM,赤魔法师,Red Mage,30,7511,Action,False,False
魔交击斩,Enchanted Zwerchhau,战技,Weaponskill,RDM,赤魔法师,Red Mage,35,7528;45961,Action,False,False
交击斩,Zwerchhau,战技,Weaponskill,RDM,赤魔法师,Red Mage,35,7512,Action,False,False
移转,Displacement,能力,Ability,RDM,赤魔法师,Red Mage,40,7515,Action,False,False
交剑,Engagement,能力,Ability,RDM,赤魔法师,Red Mage,40,16527,Action,False,False
飞刺,Fleche,能力,Ability,RDM,赤魔法师,Red Mage,45,7517,Action,False,False
促进,Acceleration,能力,Ability,RDM,赤魔法师,Red Mage,50,7518,Action,False,False
魔连攻,Enchanted Redoublement,战技,Weaponskill,RDM,赤魔法师,Red Mage,50,7529;45962,Action,False,False
连攻,Redoublement,战技,Weaponskill,RDM,赤魔法师,Red Mage,50,7516,Action,False,False
魔划圆斩·一段,Enchanted Moulinet,战技,Weaponskill,RDM,赤魔法师,Red Mage,52,7530,Action,False,False
魔划圆斩·二段,Enchanted Moulinet Deux,战技,Weaponskill,RDM,赤魔法师,Red Mage,52,37002,Action,False,False
魔划圆斩·三段,Enchanted Moulinet Trois,战技,Weaponskill,RDM,赤魔法师,Red Mage,52,37003,Action,False,False
划圆斩,Moulinet,战技,Weaponskill,RDM,赤魔法师,Red Mage,52,7513,Action,False,False
赤治疗,Vercure,魔法,Spell,RDM,赤魔法师,Red Mage,54,7514,Action,False,False
六分反击,Contre Sixte,能力,Ability,RDM,赤魔法师,Red Mage,56,7519,Action,False,False
鼓励,Embolden,能力,Ability,RDM,赤魔法师,Red Mage,58,7520,Action,False,False
魔元化,Manafication,能力,Ability,RDM,赤魔法师,Red Mage,60,7521,Action,False,False
震荡,Jolt II,魔法,Spell,RDM,赤魔法师,Red Mage,62,7524,Action,False,False
赤复活,Verraise,魔法,Spell,RDM,赤魔法师,Red Mage,64,7523,Action,False,False
冲击,Impact,魔法,Spell,RDM,赤魔法师,Red Mage,66,16526,Action,False,False
赤核爆,Verflare,魔法,Spell,RDM,赤魔法师,Red Mage,68,7525,Action,False,False
赤神圣,Verholy,魔法,Spell,RDM,赤魔法师,Red Mage,70,7526,Action,False,False
魔续斩,Enchanted Reprise,战技,Weaponskill,RDM,赤魔法师,Red Mage,76,16528,Action,False,False
续斩,Reprise,战技,Weaponskill,RDM,赤魔法师,Red Mage,76,16529,Action,False,False
焦热,Scorch,魔法,Spell,RDM,赤魔法师,Red Mage,80,16530,Action,False,False
赤暴风,Veraero III,魔法,Spell,RDM,赤魔法师,Red Mage,82,25856,Action,False,False
赤暴雷,Verthunder III,魔法,Spell,RDM,赤魔法师,Red Mage,82,25855,Action,False,False
激荡,Jolt III,魔法,Spell,RDM,赤魔法师,Red Mage,84,37004,Action,False,False
抗死,Magick Barrier,能力,Ability,RDM,赤魔法师,Red Mage,86,25857,Action,False,False
决断,Resolution,魔法,Spell,RDM,赤魔法师,Red Mage,90,25858,Action,False,False
荆棘环绕,Vice of Thorns,能力,Ability,RDM,赤魔法师,Red Mage,92,37005,Action,False,False
显贵冲击,Grand Impact,魔法,Spell,RDM,赤魔法师,Red Mage,96,37006,Action,False,False
光芒四射,Prefulgence,能力,Ability,RDM,赤魔法师,Red Mage,100,37007,Action,False,False
残影,Shade Shift,能力,Ability,ROG,双剑师,Rogue,2,2241,Action,False,False
隐遁,Hide,能力,Ability,ROG,双剑师,Rogue,10,2245,Action,False,False
夺取,Mug,能力,Ability,ROG,双剑师,Rogue,15,2248,Action,False,False
攻其不备,Trick Attack,能力,Ability,ROG,双剑师,Rogue,18,2258,Action,False,False
神秘纹,Arcane Crest,能力,Ability,RPR,钐镰客,Reaper,0,29552,Action,False,True
斩首令,Death Warrant,能力,Ability,RPR,钐镰客,Reaper,0,29549,Action,False,True
束缚挥割,Grim Swathe,能力,Ability,RPR,钐镰客,Reaper,0,29547,Action,False,True
收获月,Harvest Moon,魔法,Spell,RPR,钐镰客,Reaper,0,29545,Action,False,True
地狱入境,Hell's Ingress,能力,Ability,RPR,钐镰客,Reaper,0,29550,Action,False,True
大丰收,Plentiful Harvest,战技,Weaponskill,RPR,钐镰客,Reaper,0,29546,Action,False,True
暗夜游魂,Tenebrae Lemurum,极限技,Limit Break,RPR,钐镰客,Reaper,0,29553,Action,False,True
切割,Slice,战技,Weaponskill,RPR,钐镰客,Reaper,1,24373,Action,False,False
增盈切割,Waxing Slice,战技,Weaponskill,RPR,钐镰客,Reaper,5,24374,Action,False,False
死亡之影,Shadow of Death,战技,Weaponskill,RPR,钐镰客,Reaper,10,24378,Action,False,False
勾刃,Harpe,魔法,Spell,RPR,钐镰客,Reaper,15,24386,Action,False,False
地狱出境,Hell's Egress,能力,Ability,RPR,钐镰客,Reaper,20,24402,Action,False,False
地狱入境,Hell's Ingress,能力,Ability,RPR,钐镰客,Reaper,20,24401,Action,False,False
旋转钐割,Spinning Scythe,战技,Weaponskill,RPR,钐镰客,Reaper,25,24376,Action,False,False
地狱切割,Infernal Slice,战技,Weaponskill,RPR,钐镰客,Reaper,30,24375,Action,False,False
死亡之涡,Whorl of Death,战技,Weaponskill,RPR,钐镰客,Reaper,35,24379,Action,False,False
神秘纹,Arcane Crest,能力,Ability,RPR,钐镰客,Reaper,40,24404,Action,False,False
噩梦钐割,Nightmare Scythe,战技,Weaponskill,RPR,钐镰客,Reaper,45,24377,Action,False,False
隐匿挥割,Blood Stalk,能力,Ability,RPR,钐镰客,Reaper,50,24389,Action,False,False
束缚挥割,Grim Swathe,能力,Ability,RPR,钐镰客,Reaper,55,24392,Action,False,False
灵魂切割,Soul Slice,战技,Weaponskill,RPR,钐镰客,Reaper,60,24380,Action,False,False
灵魂钐割,Soul Scythe,战技,Weaponskill,RPR,钐镰客,Reaper,65,24381,Action,False,False
缢杀,Gallows,战技,Weaponskill,RPR,钐镰客,Reaper,70,24383,Action,False,False
绞决,Gibbet,战技,Weaponskill,RPR,钐镰客,Reaper,70,24382,Action,False,False
断首,Guillotine,战技,Weaponskill,RPR,钐镰客,Reaper,70,24384,Action,False,False
缢杀爪,Unveiled Gallows,能力,Ability,RPR,钐镰客,Reaper,70,24391,Action,False,False
绞决爪,Unveiled Gibbet,能力,Ability,RPR,钐镰客,Reaper,70,24390,Action,False,False
神秘环,Arcane Circle,能力,Ability,RPR,钐镰客,Reaper,72,24405,Action,False,False
回退,Regress,能力,Ability,RPR,钐镰客,Reaper,74,24403,Action,False,False
暴食,Gluttony,能力,Ability,RPR,钐镰客,Reaper,76,24393,Action,False,False
交错收割,Cross Reaping,战技,Weaponskill,RPR,钐镰客,Reaper,80,24396,Action,False,False
夜游魂衣,Enshroud,能力,Ability,RPR,钐镰客,Reaper,80,24394,Action,False,False
阴冷收割,Grim Reaping,战技,Weaponskill,RPR,钐镰客,Reaper,80,24397,Action,False,False
虚无收割,Void Reaping,战技,Weaponskill,RPR,钐镰客,Reaper,80,24395,Action,False,False
收获月,Harvest Moon,魔法,Spell,RPR,钐镰客,Reaper,82,24388,Action,False,False
播魂种,Soulsow,魔法,Spell,RPR,钐镰客,Reaper,82,24387,Action,False,False
夜游魂钐割,Lemure's Scythe,能力,Ability,RPR,钐镰客,Reaper,86,24400,Action,False,False
夜游魂切割,Lemure's Slice,能力,Ability,RPR,钐镰客,Reaper,86,24399,Action,False,False
大丰收,Plentiful Harvest,战技,Weaponskill,RPR,钐镰客,Reaper,88,24385,Action,False,False
团契,Communio,魔法,Spell,RPR,钐镰客,Reaper,90,24398,Action,False,False
祭牲,Sacrificium,能力,Ability,RPR,钐镰客,Reaper,92,36969,Action,False,False
缢杀处刑,Executioner's Gallows,战技,Weaponskill,RPR,钐镰客,Reaper,96,36971,Action,False,False
绞决处刑,Executioner's Gibbet,战技,Weaponskill,RPR,钐镰客,Reaper,96,36970,Action,False,False
断首处刑,Executioner's Guillotine,战技,Weaponskill,RPR,钐镰客,Reaper,96,36972,Action,False,False
完人,Perfectio,战技,Weaponskill,RPR,钐镰客,Reaper,100,36973,Action,False,False
必杀剑·地天,Hissatsu: Chiten,能力,Ability,SAM,武士,Samurai,0,29533,Action,False,True
必杀剑·早天,Hissatsu: Soten,能力,Ability,SAM,武士,Samurai,0,29532,Action,False,True
明镜止水,Meikyo Shisui,能力,Ability,SAM,武士,Samurai,0,29536,Action,False,True
刀背击打,Mineuchi,能力,Ability,SAM,武士,Samurai,0,29535,Action,False,True
奥义斩浪,Ogi Namikiri,战技,Weaponskill,SAM,武士,Samurai,0,29530,Action,False,True
斩铁剑,Zantetsuken,极限技,Limit Break,SAM,武士,Samurai,0,29537,Action,False,True
刃风,Hakaze,战技,Weaponskill,SAM,武士,Samurai,1,7477,Action,False,False
阵风,Jinpu,战技,Weaponskill,SAM,武士,Samurai,4,7478,Action,False,False
心眼,Third Eye,能力,Ability,SAM,武士,Samurai,6,7498,Action,False,False
燕飞,Enpi,战技,Weaponskill,SAM,武士,Samurai,15,7486,Action,False,False
士风,Shifu,战技,Weaponskill,SAM,武士,Samurai,18,7479,Action,False,False
风雅,Fuga,战技,Weaponskill,SAM,武士,Samurai,26,7483,Action,False,False
月光,Gekko,战技,Weaponskill,SAM,武士,Samurai,30,7481,Action,False,False
彼岸花,Higanbana,战技,Weaponskill,SAM,武士,Samurai,30,7489,Action,False,False
居合术,Iaijutsu,战技,Weaponskill,SAM,武士,Samurai,30,7867,Action,False,False
满月,Mangetsu,战技,Weaponskill,SAM,武士,Samurai,35,7484,Action,False,False
花车,Kasha,战技,Weaponskill,SAM,武士,Samurai,40,7482,Action,False,False
天下五剑,Tenka Goken,战技,Weaponskill,SAM,武士,Samurai,40,7488,Action,False,False
樱花,Oka,战技,Weaponskill,SAM,武士,Samurai,45,7485,Action,False,False
明镜止水,Meikyo Shisui,能力,Ability,SAM,武士,Samurai,50,7499,Action,False,False
纷乱雪月花,Midare Setsugekka,战技,Weaponskill,SAM,武士,Samurai,50,7487,Action,False,False
雪风,Yukikaze,战技,Weaponskill,SAM,武士,Samurai,50,7480,Action,False,False
必杀剑·震天,Hissatsu: Shinten,能力,Ability,SAM,武士,Samurai,52,7490,Action,False,False
必杀剑·晓天,Hissatsu: Gyoten,能力,Ability,SAM,武士,Samurai,54,7492,Action,False,False
必杀剑·夜天,Hissatsu: Yaten,能力,Ability,SAM,武士,Samurai,56,7493,Action,False,False
默想,Meditate,能力,Ability,SAM,武士,Samurai,60,7497,Action,False,False
必杀剑·九天,Hissatsu: Kyuten,能力,Ability,SAM,武士,Samurai,62,7491,Action,False,False
叶隐,Hagakure,能力,Ability,SAM,武士,Samurai,68,7495,Action,False,False
意气冲天,Ikishoten,能力,Ability,SAM,武士,Samurai,68,16482,Action,False,False
必杀剑·红莲,Hissatsu: Guren,能力,Ability,SAM,武士,Samurai,70,7496,Action,False,False
必杀剑·闪影,Hissatsu: Senei,能力,Ability,SAM,武士,Samurai,72,16481,Action,False,False
回返五剑,Kaeshi: Goken,战技,Weaponskill,SAM,武士,Samurai,74,16485,Action,False,False
回返雪月花,Kaeshi: Setsugekka,战技,Weaponskill,SAM,武士,Samurai,74,16486,Action,False,False
燕回返,Tsubame-gaeshi,战技,Weaponskill,SAM,武士,Samurai,74,16483,Action,False,False
照破,Shoha,能力,Ability,SAM,武士,Samurai,80,16487,Action,False,False
天眼通,Tengentsu,能力,Ability,SAM,武士,Samurai,82,36962,Action,False,False
风光,Fuko,战技,Weaponskill,SAM,武士,Samurai,86,25780,Action,False,False
回返斩浪,Kaeshi: Namikiri,战技,Weaponskill,SAM,武士,Samurai,90,25782,Action,False,False
奥义斩浪,Ogi Namikiri,战技,Weaponskill,SAM,武士,Samurai,90,25781,Action,False,False
晓风,Gyofu,战技,Weaponskill,SAM,武士,Samurai,92,36963,Action,False,False
残心,Zanshin,能力,Ability,SAM,武士,Samurai,96,36964,Action,False,False
天道五剑,Tendo Goken,战技,Weaponskill,SAM,武士,Samurai,100,36965,Action,False,False
天道回返五剑,Tendo Kaeshi Goken,战技,Weaponskill,SAM,武士,Samurai,100,36967,Action,False,False
天道回返雪月花,Tendo Kaeshi Setsugekka,战技,Weaponskill,SAM,武士,Samurai,100,36968,Action,False,False
天道雪月花,Tendo Setsugekka,战技,Weaponskill,SAM,武士,Samurai,100,36966,Action,False,False
鼓舞激励之策,Adloquium,魔法,Spell,SCH,学者,Scholar,0,29232,Action,False,True
蛊毒法,Biolysis,魔法,Spell,SCH,学者,Scholar,0,29233,Action,False,True
极炎法,Broil IV,魔法,Spell,SCH,学者,Scholar,0,29231,Action,False,True
连环计,Chain Stratagem,能力,Ability,SCH,学者,Scholar,0,29716,Action,False,True
展开战术,Deployment Tactics,能力,Ability,SCH,学者,Scholar,0,29234,Action,False,True
疾风怒涛之计,Expedient,能力,Ability,SCH,学者,Scholar,0,29236,Action,False,True
炽天附体,Seraphism,极限技,Limit Break,SCH,学者,Scholar,0,41502,Action,False,True
炽天召唤,Summon Seraph,能力,Ability,SCH,学者,Scholar,0,29237,Action,False,True
仙光的拥抱,Embrace,魔法,Spell,SCH,学者,Scholar,1,802,Action,False,False
毒菌,Bio,魔法,Spell,SCH,学者,Scholar,2,17864,Action,False,False
朝日召唤,Summon Eos,魔法,Spell,SCH,学者,Scholar,4,17215,Action,False,False
仙光的低语,Whispering Dawn,能力,Ability,SCH,学者,Scholar,20,803;16537,Action,False,False
猛毒菌,Bio II,魔法,Spell,SCH,学者,Scholar,26,17865,Action,False,False
鼓舞激励之策,Adloquium,魔法,Spell,SCH,学者,Scholar,30,185,Action,False,False
士气高扬之策,Succor,魔法,Spell,SCH,学者,Scholar,35,186,Action,False,False
异想的幻光,Fey Illumination,能力,Ability,SCH,学者,Scholar,40,805;16538,Action,False,False
以太超流,Aetherflow,能力,Ability,SCH,学者,Scholar,45,166,Action,False,False
生命活性法,Lustrate,能力,Ability,SCH,学者,Scholar,45,189,Action,False,False
破阵法,Art of War,魔法,Spell,SCH,学者,Scholar,46,16539,Action,False,False
野战治疗阵,Sacred Soil,能力,Ability,SCH,学者,Scholar,50,188,Action,False,False
不屈不挠之策,Indomitability,能力,Ability,SCH,学者,Scholar,52,3583,Action,False,False
气炎法,Broil,魔法,Spell,SCH,学者,Scholar,54,3584,Action,False,False
展开战术,Deployment Tactics,能力,Ability,SCH,学者,Scholar,56,3585,Action,False,False
应急战术,Emergency Tactics,能力,Ability,SCH,学者,Scholar,58;100,3586;37037,Action,False,False
转化,Dissipation,能力,Ability,SCH,学者,Scholar,60,3587,Action,False,False
深谋远虑之策,Excogitation,能力,Ability,SCH,学者,Scholar,62,7434,Action,False,False
魔炎法,Broil II,魔法,Spell,SCH,学者,Scholar,64,7435,Action,False,False
连环计,Chain Stratagem,能力,Ability,SCH,学者,Scholar,66,7436,Action,False,False
以太契约,Aetherpact,能力,Ability,SCH,学者,Scholar,70,7437,Action,False,False
融光解除,Dissolve Union,能力,Ability,SCH,学者,Scholar,70,7869,Action,False,False
异想的融光,Fey Union,能力,Ability,SCH,学者,Scholar,70,7438,Action,False,False
蛊毒法,Biolysis,魔法,Spell,SCH,学者,Scholar,72,16540,Action,False,False
死炎法,Broil III,魔法,Spell,SCH,学者,Scholar,72,16541,Action,False,False
秘策,Recitation,能力,Ability,SCH,学者,Scholar,74,16542,Action,False,False
异想的祥光,Fey Blessing,能力,Ability,SCH,学者,Scholar,76,16543;16544,Action,False,False
天使的低语,Angel's Whisper,能力,Ability,SCH,学者,Scholar,80,16550,Action,False,False
慰藉,Consolation,能力,Ability,SCH,学者,Scholar,80,16546;16547,Action,False,False
炽天的幻光,Seraphic Illumination,能力,Ability,SCH,学者,Scholar,80,16551,Action,False,False
炽天的幕帘,Seraphic Veil,魔法,Spell,SCH,学者,Scholar,80,16548,Action,False,False
炽天召唤,Summon Seraph,能力,Ability,SCH,学者,Scholar,80,16545,Action,False,False
裂阵法,Art of War II,魔法,Spell,SCH,学者,Scholar,82,25866,Action,False,False
极炎法,Broil IV,魔法,Spell,SCH,学者,Scholar,82,25865,Action,False,False
生命回生法,Protraction,能力,Ability,SCH,学者,Scholar,86,25867,Action,False,False
疾风怒涛之计,Expedient,能力,Ability,SCH,学者,Scholar,90,25868,Action,False,False
埋伏之毒,Baneful Impaction,能力,Ability,SCH,学者,Scholar,92,37012,Action,False,False
意气轩昂之策,Concitation,魔法,Spell,SCH,学者,Scholar,96,37013,Action,False,False
降临之章,Accession,魔法,Spell,SCH,学者,Scholar,100,37016,Action,False,False
显灵之章,Manifestation,魔法,Spell,SCH,学者,Scholar,100,37015,Action,False,False
炽天附体,Seraphism,能力,Ability,SCH,学者,Scholar,100,37014,Action,False,False
注药III,Dosis III,魔法,Spell,SGE,贤者,Sage,0,29256,Action,False,True
均衡,Eukrasia,魔法,Spell,SGE,贤者,Sage,0,29258,Action,False,True
神翼,Icarus,能力,Ability,SGE,贤者,Sage,0,29261,Action,False,True
心关,Kardia,能力,Ability,SGE,贤者,Sage,0,29264,Action,False,True
中庸之道,Mesotes,极限技,Limit Break,SGE,贤者,Sage,0,29266,Action,False,True
发炎III,Phlegma III,魔法,Spell,SGE,贤者,Sage,0,29259,Action,False,True
魂灵风息,Pneuma,魔法,Spell,SGE,贤者,Sage,0,29260,Action,False,True
箭毒,Toxikon,能力,Ability,SGE,贤者,Sage,0,29262,Action,False,True
注药,Dosis,魔法,Spell,SGE,贤者,Sage,1,24283,Action,False,False
诊断,Diagnosis,魔法,Spell,SGE,贤者,Sage,2,24284,Action,False,False
心关,Kardia,能力,Ability,SGE,贤者,Sage,4,24285;28119,Action,False,False
预后,Prognosis,魔法,Spell,SGE,贤者,Sage,10,24286,Action,False,False
复苏,Egeiro,魔法,Spell,SGE,贤者,Sage,12,24287,Action,False,False
自生,Physis,能力,Ability,SGE,贤者,Sage,20,24288,Action,False,False
发炎,Phlegma,魔法,Spell,SGE,贤者,Sage,26,24289,Action,False,False
均衡,Eukrasia,魔法,Spell,SGE,贤者,Sage,30,24290,Action,False,False
均衡诊断,Eukrasian Diagnosis,魔法,Spell,SGE,贤者,Sage,30,24291,Action,False,False
均衡注药,Eukrasian Dosis,魔法,Spell,SGE,贤者,Sage,30,24293,Action,False,False
均衡预后,Eukrasian Prognosis,魔法,Spell,SGE,贤者,Sage,30,24292,Action,False,False
拯救,Soteria,能力,Ability,SGE,贤者,Sage,35,24294,Action,False,False
神翼,Icarus,能力,Ability,SGE,贤者,Sage,40,24295,Action,False,False
灵橡清汁,Druochole,能力,Ability,SGE,贤者,Sage,45,24296,Action,False,False
失衡,Dyskrasia,魔法,Spell,SGE,贤者,Sage,46,24297,Action,False,False
坚角清汁,Kerachole,能力,Ability,SGE,贤者,Sage,50,24298,Action,False,False
寄生清汁,Ixochole,能力,Ability,SGE,贤者,Sage,52,24299,Action,False,False
活化,Zoe,能力,Ability,SGE,贤者,Sage,56,24300,Action,False,False
消化,Pepsis,能力,Ability,SGE,贤者,Sage,58,24301,Action,False,False
自生II,Physis II,能力,Ability,SGE,贤者,Sage,60,24302,Action,False,False
白牛清汁,Taurochole,能力,Ability,SGE,贤者,Sage,62,24303,Action,False,False
箭毒,Toxikon,魔法,Spell,SGE,贤者,Sage,66,24304,Action,False,False
输血,Haima,能力,Ability,SGE,贤者,Sage,70,24305,Action,False,False
注药II,Dosis II,魔法,Spell,SGE,贤者,Sage,72,24306,Action,False,False
均衡注药II,Eukrasian Dosis II,魔法,Spell,SGE,贤者,Sage,72,24308,Action,False,False
发炎II,Phlegma II,魔法,Spell,SGE,贤者,Sage,72,24307,Action,False,False
根素,Rhizomata,能力,Ability,SGE,贤者,Sage,74,24309,Action,False,False
整体论,Holos,能力,Ability,SGE,贤者,Sage,76,24310,Action,False,False
泛输血,Panhaima,能力,Ability,SGE,贤者,Sage,80,24311,Action,False,False
注药III,Dosis III,魔法,Spell,SGE,贤者,Sage,82,24312,Action,False,False
失衡II,Dyskrasia II,魔法,Spell,SGE,贤者,Sage,82,24315,Action,False,False
均衡注药III,Eukrasian Dosis III,魔法,Spell,SGE,贤者,Sage,82,24314,Action,False,False
均衡失衡,Eukrasian Dyskrasia,魔法,Spell,SGE,贤者,Sage,82,37032,Action,False,False
发炎III,Phlegma III,魔法,Spell,SGE,贤者,Sage,82,24313,Action,False,False
箭毒II,Toxikon II,魔法,Spell,SGE,贤者,Sage,82,24316,Action,False,False
混合,Krasis,能力,Ability,SGE,贤者,Sage,86,24317,Action,False,False
魂灵风息,Pneuma,魔法,Spell,SGE,贤者,Sage,90,24318;27524,Action,False,False
心神风息,Psyche,能力,Ability,SGE,贤者,Sage,92,37033,Action,False,False
均衡预后II,Eukrasian Prognosis II,魔法,Spell,SGE,贤者,Sage,96,37034,Action,False,False
幸福,Eudaimonia,能力,Ability,SGE,贤者,Sage,100,37036,Action,False,False
智慧之爱,Philosophia,能力,Ability,SGE,贤者,Sage,100,37035,Action,False,False
深红旋风,Crimson Cyclone,能力,Ability,SMN,召唤师,Summoner,0,29667,Action,False,True
山崩,Mountain Buster,魔法,Spell,SMN,召唤师,Summoner,0,29671,Action,False,True
坏死爆发,Necrotize,能力,Ability,SMN,召唤师,Summoner,0,41483,Action,False,True
守护之光,Radiant Aegis,能力,Ability,SMN,召唤师,Summoner,0,29670,Action,False,True
毁荡,Ruin III,魔法,Spell,SMN,召唤师,Summoner,0,29664,Action,False,True
螺旋气流,Slipstream,魔法,Spell,SMN,召唤师,Summoner,0,29669,Action,False,True
龙神召唤,Summon Bahamut,极限技,Limit Break,SMN,召唤师,Summoner,0,29673,Action,False,True
不死鸟召唤,Summon Phoenix,极限技,Limit Break,SMN,召唤师,Summoner,0,29678,Action,False,True
燃火强袭,Burning Strike,魔法,Spell,SMN,召唤师,Summoner,30,25846,Action,False,False
火神召唤,Summon Ifrit,魔法,Spell,SMN,召唤师,Summoner,30,25805,Action,False,False
碎岩,Rock Buster,魔法,Spell,SMN,召唤师,Summoner,35,25847,Action,False,False
土神召唤,Summon Titan,魔法,Spell,SMN,召唤师,Summoner,35,25806,Action,False,False
痛苦核爆,Painflare,能力,Ability,SMN,召唤师,Summoner,40,3578,Action,False,False
大气风斩,Aerial Slash,魔法,Spell,SMN,召唤师,Summoner,45,25848,Action,False,False
风神召唤,Summon Garuda,魔法,Spell,SMN,召唤师,Summoner,45,25807,Action,False,False
大气爆发,Aerial Blast,魔法,Spell,SMN,召唤师,Summoner,50;90,25851;25854,Action,False,False
大地之怒,Earthen Fury,魔法,Spell,SMN,召唤师,Summoner,50;90,25850;25853,Action,False,False
地狱之火炎,Inferno,魔法,Spell,SMN,召唤师,Summoner,50;90,25849;25852,Action,False,False
能量抽取,Energy Siphon,能力,Ability,SMN,召唤师,Summoner,52,16510,Action,False,False
绿宝石毁荡,Emerald Ruin III,魔法,Spell,SMN,召唤师,Summoner,54,25819,Action,False,False
红宝石毁荡,Ruby Ruin III,魔法,Spell,SMN,召唤师,Summoner,54,25817,Action,False,False
毁荡,Ruin III,魔法,Spell,SMN,召唤师,Summoner,54,3579,Action,False,False
黄宝石毁荡,Topaz Ruin III,魔法,Spell,SMN,召唤师,Summoner,54,25818,Action,False,False
星极核爆,Astral Flare,魔法,Spell,SMN,召唤师,Summoner,58,25821,Action,False,False
星极脉冲,Astral Impulse,魔法,Spell,SMN,召唤师,Summoner,58,25820,Action,False,False
龙神附体,Dreadwyrm Trance,魔法,Spell,SMN,召唤师,Summoner,58,3581,Action,False,False
星极超流,Astral Flow,魔法,Spell,SMN,召唤师,Summoner,60,25822,Action,False,False
死星核爆,Deathflare,能力,Ability,SMN,召唤师,Summoner,60,3582,Action,False,False
毁绝,Ruin IV,魔法,Spell,SMN,召唤师,Summoner,62,7426,Action,False,False
灼热之光,Searing Light,能力,Ability,SMN,召唤师,Summoner,66,25801,Action,False,False
死亡轮回,Akh Morn,能力,Ability,SMN,召唤师,Summoner,70,7449,Action,False,False
龙神迸发,Enkindle Bahamut,能力,Ability,SMN,召唤师,Summoner,70,7429,Action,False,False
龙神召唤,Summon Bahamut,魔法,Spell,SMN,召唤师,Summoner,70,7427,Action,False,False
真龙波,Wyrmwave,魔法,Spell,SMN,召唤师,Summoner,70,7428,Action,False,False
绿宝石之仪,Emerald Rite,魔法,Spell,SMN,召唤师,Summoner,72,25825,Action,False,False
红宝石之仪,Ruby Rite,魔法,Spell,SMN,召唤师,Summoner,72,25823,Action,False,False
黄宝石之仪,Topaz Rite,魔法,Spell,SMN,召唤师,Summoner,72,25824,Action,False,False
绿宝石灾祸,Emerald Disaster,魔法,Spell,SMN,召唤师,Summoner,74,25829,Action,False,False
红宝石灾祸,Ruby Disaster,魔法,Spell,SMN,召唤师,Summoner,74,25827,Action,False,False
黄宝石灾祸,Topaz Disaster,魔法,Spell,SMN,召唤师,Summoner,74,25828,Action,False,False
三重灾祸,Tri-disaster,魔法,Spell,SMN,召唤师,Summoner,74,25826,Action,False,False
炼狱之炎,Brand of Purgatory,魔法,Spell,SMN,召唤师,Summoner,80,16515,Action,False,False
不死鸟迸发,Enkindle Phoenix,能力,Ability,SMN,召唤师,Summoner,80,16516,Action,False,False
不死鸟之翼,Everlasting Flight,能力,Ability,SMN,召唤师,Summoner,80,16517,Action,False,False
灵泉之炎,Fountain of Fire,魔法,Spell,SMN,召唤师,Summoner,80,16514,Action,False,False
苏生之炎,Rekindle,能力,Ability,SMN,召唤师,Summoner,80,25830,Action,False,False
天启,Revelation,能力,Ability,SMN,召唤师,Summoner,80,16518,Action,False,False
赤焰,Scarlet Flame,魔法,Spell,SMN,召唤师,Summoner,80,16519,Action,False,False
不死鸟召唤,Summon Phoenix,魔法,Spell,SMN,召唤师,Summoner,80,25831,Action,False,False
绿宝石灾变,Emerald Catastrophe,魔法,Spell,SMN,召唤师,Summoner,82,25834,Action,False,False
红宝石灾变,Ruby Catastrophe,魔法,Spell,SMN,召唤师,Summoner,82,25832,Action,False,False
黄宝石灾变,Topaz Catastrophe,魔法,Spell,SMN,召唤师,Summoner,82,25833,Action,False,False
深红旋风,Crimson Cyclone,魔法,Spell,SMN,召唤师,Summoner,86,25835,Action,False,False
深红强袭,Crimson Strike,魔法,Spell,SMN,召唤师,Summoner,86,25885,Action,False,False
螺旋气流,Slipstream,魔法,Spell,SMN,召唤师,Summoner,86,25837,Action,False,False
风神召唤II,Summon Garuda II,魔法,Spell,SMN,召唤师,Summoner,90,25840,Action,False,False
火神召唤II,Summon Ifrit II,魔法,Spell,SMN,召唤师,Summoner,90,25838,Action,False,False
土神召唤II,Summon Titan II,魔法,Spell,SMN,召唤师,Summoner,90,25839,Action,False,False
坏死爆发,Necrotize,能力,Ability,SMN,召唤师,Summoner,92,36990,Action,False,False
灼热之闪,Searing Flash,能力,Ability,SMN,召唤师,Summoner,96,36991,Action,False,False
烈日龙神迸发,Enkindle Solar Bahamut,能力,Ability,SMN,召唤师,Summoner,100,36998,Action,False,False
众生离绝,Exodus,能力,Ability,SMN,召唤师,Summoner,100,36999,Action,False,False
日光普照,Lux Solaris,能力,Ability,SMN,召唤师,Summoner,100,36997,Action,False,False
光芒,Luxwave,魔法,Spell,SMN,召唤师,Summoner,100,36993,Action,False,False
烈日龙神召唤,Summon Solar Bahamut,魔法,Spell,SMN,召唤师,Summoner,100,36992,Action,False,False
烈日核爆,Sunflare,能力,Ability,SMN,召唤师,Summoner,100,36996,Action,False,False
灵极核爆,Umbral Flare,魔法,Spell,SMN,召唤师,Summoner,100,36995,Action,False,False
灵极脉冲,Umbral Impulse,魔法,Spell,SMN,召唤师,Summoner,100,36994,Action,False,False
冰结,Blizzard,魔法,Spell,THM,咒术师,Thaumaturge,1,142,Action,False,False
